city_name,iata_code,distance
长春,CGQ,0
长春,YSQ,170
长春,HRB,240
长春,TNH,270
吉林,YNJ,0
吉林,CGQ,110
吉林,TNH,220
吉林,HRB,280
四平,CGQ,130
四平,YSQ,170
四平,SHE,210
四平,TNH,280
辽源,CGQ,160
辽源,TNH,170
辽源,SHE,240
通化,TNH,0
通化,CGQ,250
通化,SHE,260
通化,YNJ,280
白山,TNH,90
白山,YNJ,210
白山,CGQ,300
松原,YSQ,0
松原,CGQ,170
松原,HRB,180
松原,DQA,170
白城,YSQ,210
白城,NDG,230
白城,DQA,260
白城,CGQ,300
哈尔滨,HRB,0
哈尔滨,DQA,160
哈尔滨,NDG,280
哈尔滨,JMU,300
齐齐哈尔,NDG,0
齐齐哈尔,DQA,150
齐齐哈尔,HRB,290
鸡西,JMU,220
鸡西,JSJ,260
鸡西,FYJ,300
鹤岗,JMU,60
鹤岗,JSJ,160
鹤岗,FYJ,230
鹤岗,HRB,300
双鸭山,JMU,80
双鸭山,JSJ,140
双鸭山,FYJ,260
双鸭山,HRB,300
大庆,DQA,0
大庆,HRB,150
大庆,NDG,160
大庆,YSQ,260
伊春,LDS,0
伊春,JMU,210
伊春,HRB,280
伊春,FYJ,300
佳木斯,FYJ,0
佳木斯,JMU,0
佳木斯,JSJ,0
佳木斯,LDS,210
佳木斯,HRB,300
七台河,JMU,160
七台河,JSJ,180
七台河,FYJ,280
七台河,HRB,300
牡丹江,HRB,300
牡丹江,JMU,300
牡丹江,JSJ,300
黑河,DTU,0
黑河,JGD,0
黑河,OHE,0
黑河,HEK,0
黑河,NDG,300
绥化,HRB,120
绥化,DQA,190
绥化,LDS,250
绥化,JMU,300
太原,TYN,0
太原,LLV,150
太原,LFQ,250
太原,CIH,230
大同,ZQZ,220
大同,HET,260
大同,TYN,280
大同,SJW,300
阳泉,TYN,110
阳泉,SJW,120
阳泉,HDG,220
阳泉,CIH,240
长治,CIH,0
长治,HDG,160
长治,LFQ,190
长治,TYN,230
晋城,CIH,90
晋城,LYA,140
晋城,CGO,170
晋城,YCU,250
朔州,TYN,190
朔州,HET,240
朔州,ZQZ,260
朔州,LLV,260
晋中,TYN,40
晋中,LLV,170
晋中,LFQ,220
晋中,CIH,220
运城,YCU,0
运城,LFQ,150
运城,LYA,190
运城,XIY,240
忻州,TYN,90
忻州,LLV,220
忻州,HET,300
忻州,ZQZ,300
临汾,LFQ,0
临汾,YCU,150
临汾,CIH,190
临汾,TYN,260
吕梁,LLV,0
吕梁,TYN,170
吕梁,LFQ,220
吕梁,UYN,240
郑州,CGO,0
郑州,LYA,140
郑州,NNY,260
郑州,HDG,250
开封,CGO,70
开封,LYA,180
开封,HDG,260
开封,TNA,280
洛阳,LYA,0
洛阳,CGO,140
洛阳,YCU,180
洛阳,XIY,300
平顶山,CGO,140
平顶山,LYA,160
平顶山,NNY,160
平顶山,WUH,300
安阳,HDG,70
安阳,CGO,210
安阳,TNA,230
安阳,SJW,270
鹤壁,HDG,90
鹤壁,CGO,160
鹤壁,TNA,260
新乡,CGO,100
新乡,HDG,150
新乡,LYA,240
新乡,TNA,300
焦作,CGO,100
焦作,LYA,130
焦作,HDG,190
濮阳,HDG,170
濮阳,TNA,180
濮阳,CGO,220
许昌,CGO,70
许昌,LYA,190
许昌,NNY,230
漯河,CGO,150
漯河,NNY,200
漯河,FUG,250
漯河,WUH,300
三门峡,LYA,140
三门峡,YCU,140
三门峡,XIY,230
三门峡,CGO,260
南阳,NNY,0
南阳,XFN,180
南阳,LYA,220
南阳,WUH,300
商丘,XUZ,180
商丘,FUG,180
商丘,CGO,200
商丘,TNA,260
信阳,WUH,190
信阳,NNY,230
信阳,FUG,240
信阳,CGO,300
周口,FUG,160
周口,CGO,180
周口,NNY,240
周口,WUH,280
驻马店,CGO,220
驻马店,WUH,230
驻马店,NNY,220
驻马店,FUG,220
合肥,HFE,0
合肥,NKG,170
合肥,AQG,170
合肥,FUG,220
芜湖,NKG,90
芜湖,HFE,150
芜湖,JUH,150
芜湖,AQG,240
蚌埠,HFE,130
蚌埠,FUG,180
蚌埠,XUZ,180
蚌埠,NKG,200
淮南,HFE,100
淮南,FUG,160
淮南,NKG,220
马鞍山,NKG,50
马鞍山,WUX,160
马鞍山,HFE,180
马鞍山,JUH,190
淮北,XUZ,80
淮北,FUG,180
淮北,HFE,260
淮北,CGO,300
铜陵,JUH,70
铜陵,AQG,130
铜陵,HFE,160
铜陵,NKG,180
安庆,AQG,0
安庆,JUH,90
安庆,HFE,170
安庆,KHN,260
黄山,JDZ,170
黄山,JUH,190
黄山,SQD,220
黄山,HGH,230
滁州,NKG,70
滁州,HFE,150
滁州,HIA,170
滁州,FUG,260
阜阳,FUG,0
阜阳,HFE,220
阜阳,CGO,260
阜阳,XUZ,260
宿州,XUZ,90
宿州,FUG,180
宿州,HIA,220
宿州,HFE,260
六安,HFE,80
六安,FUG,190
六安,AQG,190
六安,WUH,260
亳州,FUG,130
亳州,XUZ,210
亳州,CGO,230
亳州,HFE,300
池州,JUH,0
池州,AQG,80
池州,HFE,180
池州,NKG,210
宣城,NKG,130
宣城,JUH,160
宣城,HGH,180
宣城,HFE,220
南昌,KHN,0
南昌,YIC,190
南昌,JDZ,190
南昌,JGS,260
景德镇,JDZ,0
景德镇,SQD,160
景德镇,KHN,190
景德镇,AQG,260
萍乡,YIC,130
萍乡,CSX,150
萍乡,KHN,260
萍乡,HNY,260
九江,KHN,130
九江,JDZ,180
九江,AQG,220
九江,HFE,300
新余,YIC,80
新余,KHN,160
新余,JGS,180
鹰潭,SQD,130
鹰潭,KHN,160
鹰潭,JDZ,170
鹰潭,WUS,220
赣州,KOW,0
赣州,JGS,180
赣州,XMN,300
赣州,HSC,300
吉安,JGS,0
吉安,YIC,150
吉安,KOW,180
吉安,KHN,220
宜春,YIC,0
宜春,JGS,160
宜春,CSX,170
宜春,KHN,190
抚州,KHN,120
抚州,SQD,180
抚州,JDZ,220
抚州,JGS,220
上饶,SQD,0
上饶,JDZ,170
上饶,WUS,180
上饶,HGH,300
武汉,WUH,0
武汉,SHS,220
武汉,YIH,300
武汉,CSX,300
黄石,WUH,100
黄石,KHN,220
黄石,CSX,300
黄石,SQD,300
十堰,WDS,0
十堰,XFN,180
十堰,NNY,260
十堰,YIH,300
宜昌,ENH,0
宜昌,YIH,0
宜昌,SHS,130
宜昌,XFN,260
宜昌,WUH,300
襄阳,XFN,0
襄阳,NNY,140
襄阳,WDS,180
襄阳,YIH,250
鄂州,WUH,70
鄂州,KHN,250
鄂州,SHS,260
荆门,YIH,120
荆门,SHS,130
荆门,XFN,150
荆门,WUH,230
孝感,WUH,80
孝感,XFN,250
孝感,CGO,300
荆州,SHS,0
荆州,YIH,120
荆州,WUH,220
荆州,CSX,280
黄冈,WUH,80
黄冈,KHN,240
黄冈,HFE,290
咸宁,WUH,100
咸宁,CSX,240
咸宁,KHN,240
随州,WUH,150
随州,XFN,180
随州,NNY,270
随州,CGO,300
长沙,CSX,0
长沙,HNY,170
长沙,CGD,180
长沙,YIC,170
株洲,CSX,60
株洲,HNY,130
株洲,YIC,190
株洲,WGN,260
湘潭,CSX,70
湘潭,HNY,150
湘潭,YIC,180
湘潭,CGD,210
衡阳,HNY,0
衡阳,CSX,170
衡阳,WGN,200
衡阳,KWL,300
邵阳,WGN,0
邵阳,HNY,180
邵阳,CSX,260
邵阳,KWL,290
岳阳,CSX,150
岳阳,CGD,170
岳阳,WUH,230
岳阳,SHS,260
常德,CGD,0
常德,DYG,160
常德,CSX,180
常德,SHS,220
张家界,DYG,0
张家界,TEN,240
张家界,CGD,160
张家界,ZYI,300
益阳,CSX,90
益阳,CGD,120
益阳,HNY,230
益阳,DYG,260
郴州,HNY,160
郴州,HSC,190
郴州,CAN,300
郴州,CSX,300
永州,HNY,140
永州,KWL,220
永州,WGN,250
永州,CSX,280
怀化,TEN,180
怀化,DYG,220
怀化,WGN,260
怀化,KWL,300
娄底,CSX,130
娄底,HNY,160
娄底,WGN,180
娄底,CGD,220
